so_id,so_num,customer_id,status,date_issued,date_first_ship,date_completed,ship_to_name,ship_to_address,ship_to_city,ship_to_state,ship_to_zip,ship_to_country,ship_to_key,customer_po,salesman,total_price,sub_total
151784,1480989,74,Fulfilled,2026-03-04 14:10:33.133000,2026-03-09 00:00:00,2026-03-09 15:24:01.873000,CITY MARKET - NOBE B SOUTH SPACE #CC2-64,"C/O BRADFORD LOGISTICS
400 ATHENS AVE",KANSAS CITY,MO,64153,US,CITY MARKET - NOBE B SOUTH SPACE #CC2-64|KANSAS CITY|MO|64153|US,730271,hmorales,302.400000000,302.400000000
151785,1480990,74,Fulfilled,2026-03-04 14:13:19.458000,2026-03-10 00:00:00,2026-03-10 15:03:01.660000,SHOREPOINTS MARKET-EWR AIRPORT (T1),"SHOREPOINTS MARKET-EWR AIRPORT (T1)
2353 US HIGHWAY 130 STE A
C/O WHSMITH - GXO DC",DAYTON,NJ,08810,US,SHOREPOINTS MARKET-EWR AIRPORT (T1)|DAYTON|NJ|08810|US,730293,hmorales,1814.400000000,1814.400000000
151786,1480991,74,Fulfilled,2026-03-04 14:14:39.633000,2026-03-10 00:00:00,2026-03-10 15:09:02.991000,BROOKSIDE LOCAL - MCI AP,"C/O BRADFORD LOGISTICS
400 ATHENS AVE
B SOUTH SPACE #BS2-40",KANSAS CITY,MO,64153,US,BROOKSIDE LOCAL - MCI AP|KANSAS CITY|MO|64153|US,730270,hmorales,302.400000000,302.400000000
151787,1480992,74,Fulfilled,2026-03-04 14:15:46.717000,2026-03-10 00:00:00,2026-03-10 15:09:02.636000,18TH & VINE - MCI AP,"C/O BRADFORD LOGISTICS
400 ATHENS AVE
SPACE #AN2-140",KANSAS CITY,MO,64153,US,18TH & VINE - MCI AP|KANSAS CITY|MO|64153|US,730269,hmorales,302.400000000,302.400000000
151788,1480993,74,Fulfilled,2026-03-04 14:17:04.404000,2026-03-10 00:00:00,2026-03-10 15:09:01.765000,SIX POINTS MARKET-ORD AP (T5),"ALM
520 OLD CARGO RD , TERMINAL 5 EAST DOCK",Chicago,IL,60666,US,SIX POINTS MARKET-ORD AP (T5)|Chicago|IL|60666|US,730268,hmorales,302.400000000,302.400000000
151789,1480994,74,Fulfilled,2026-03-04 14:18:19.070000,2026-03-10 00:00:00,2026-03-10 15:09:02.293000,TRAVEL + RIGHT-SLC,"3619 W 510 NORTH
C/O BRADFORD LOGISTICS",SALT LAKE CITY,UT,84116,US,TRAVEL + RIGHT-SLC|SALT LAKE CITY|UT|84116|US,730267,hmorales,302.400000000,302.400000000
151790,1480995,74,Fulfilled,2026-03-04 14:20:40.655000,2026-03-10 00:00:00,2026-03-10 14:54:02.316000,ESSENTIALS-TROP-LAUGHLIN,"ESSENTIALS-TROP-LAUGHLIN
2121 S. CASINO DR",LAUGHLIN,NV,89029,US,ESSENTIALS-TROP-LAUGHLIN|LAUGHLIN|NV|89029|US,730266,hmorales,302.400000000,302.400000000
151791,1480996,74,Fulfilled,2026-03-04 14:22:27.436000,2026-03-10 00:00:00,2026-03-10 14:54:01.772000,GIFT SHOP-EDGEWATER,"GIFT SHOP-EDGEWATER
2020 S CASINO DR",LAUGHLIN,NV,89029,US,GIFT SHOP-EDGEWATER|LAUGHLIN|NV|89029|US,730265,hmorales,302.400000000,302.400000000
151792,1480997,74,Fulfilled,2026-03-04 14:23:39.480000,2026-03-10 00:00:00,2026-03-10 14:57:02.464000,GIFT SHOP-AQUARIUS,"GIFT SHOP-AQUARIUS
1900 S CASINO DR","LAUGHLIN,",NV,89029,US,"GIFT SHOP-AQUARIUS|LAUGHLIN,|NV|89029|US",730264,hmorales,302.400000000,302.400000000
151793,1480998,74,Fulfilled,2026-03-04 14:24:56.002000,2026-03-10 00:00:00,2026-03-10 14:54:02.670000,GOTHAM NEWS-MOYNIHAN TRAIN HALL,"GOTHAM NEWS
2353 US HIGHWAY 130
STE A
MOYNIHAN TRAIN HALL",Dayton,NJ,08810,US,GOTHAM NEWS-MOYNIHAN TRAIN HALL|Dayton|NJ|08810|US,730263,hmorales,302.400000000,302.400000000
151794,1480999,74,Fulfilled,2026-03-04 14:27:02.259000,2026-03-10 00:00:00,2026-03-10 14:54:03.007000,PENN STATION - GOTHAM NEWS,"C/O WHSmith GXO DC: 
2353 US Highway 130 Ste A",Dayton,NJ,08810,US,PENN STATION - GOTHAM NEWS|Dayton|NJ|08810|US,730261,hmorales,302.400000000,302.400000000
151796,1481000,74,Fulfilled,2026-03-04 14:29:34.977000,2026-03-11 00:00:00,2026-03-11 12:06:28.592000,360-Duke City Station @ ABQ,"ABQ FREIGHT TRANSPORT STATION
2200 KIRKLAND DR SE
SOUTH END OF BUILDING",ALBUQUERQUE,NM,87106,US,360-Duke City Station @ ABQ|ALBUQUERQUE|NM|87106|US,730260,hmorales,302.400000000,302.400000000
151798,1481001,74,Fulfilled,2026-03-04 14:31:00.347000,2026-03-11 00:00:00,2026-03-11 12:06:28.944000,DISCOVER NEW JERSEY-EWR AP (B),"C/O WHSMITH - GXO DC
2353 US HIGHWAY 130 STE A",DAYTON,NJ,08810,US,DISCOVER NEW JERSEY-EWR AP (B)|DAYTON|NJ|08810|US,730292,hmorales,302.400000000,302.400000000
151799,1481003,74,Fulfilled,2026-03-04 14:31:51.731000,2026-03-11 00:00:00,2026-03-11 12:06:29.980000,TELEGRAPH 1ST EDITION AC,"C/O WHSMITH - GXO DC
2353 US HIGHWAY 130 
STE A",DAYTON,NJ,08810,US,TELEGRAPH 1ST EDITION AC|DAYTON|NJ|08810|US,730259,hmorales,302.400000000,302.400000000
151801,1481004,74,Fulfilled,2026-03-04 14:33:16.379000,2026-03-11 00:00:00,2026-03-11 12:06:29.635000,CORE REVELRY-OCEAN RESORT CASINO,"C/O WHSMITH - GXO DC
2353 US HIGHWAY 130 
STE A",DAYTON,NJ,08810,US,CORE REVELRY-OCEAN RESORT CASINO|DAYTON|NJ|08810|US,730258,hmorales,302.400000000,302.400000000
151802,1481005,74,Fulfilled,2026-03-04 14:34:46.455000,2026-03-11 00:00:00,2026-03-11 12:06:29.289000,CORE LOBBY-OCEAN RESORT CASINO,"C/O WHSMITH - GXO DC
2353 US HIGHWAY 130 
STE A",DAYTON,NJ,08810,US,CORE LOBBY-OCEAN RESORT CASINO|DAYTON|NJ|08810|US,730257,hmorales,302.400000000,302.400000000
151803,1481006,74,Fulfilled,2026-03-04 14:36:12.295000,2026-03-11 00:00:00,2026-03-11 12:06:30.330000,Welcome to LV-Forum Shops,"3500 Las Vegas Blvd S
Space M01-A",Las Vegas,NV,89109,US,Welcome to LV-Forum Shops|Las Vegas|NV|89109|US,730256,hmorales,302.400000000,302.400000000
151804,1481007,74,Fulfilled,2026-03-04 14:37:27.168000,2026-03-11 00:00:00,2026-03-11 12:06:30.674000,ESSENTIALS-HILTON ELARA,"ESSENTIALS-HILTON ELARA
80 E HARMON AVE",LAS VEGAS,NV,89109,US,ESSENTIALS-HILTON ELARA|LAS VEGAS|NV|89109|US,730254,hmorales,302.400000000,302.400000000
151805,1481008,74,Fulfilled,2026-03-04 14:38:17.857000,2026-03-11 00:00:00,2026-03-11 12:06:31.357000,La Palmas Oasis -- PSP,"La Palmas Oasis PSP
Palm Springs AIrport
3400 E Tahquitz Way",Palm Springs,CA,92262,US,La Palmas Oasis -- PSP|Palm Springs|CA|92262|US,730253,hmorales,302.400000000,302.400000000
151806,1481009,74,Fulfilled,2026-03-04 14:39:31.499000,2026-03-11 00:00:00,2026-03-11 12:06:31.020000,UPTOWN ESSENTIALS-PSP AP,"UPTOWN ESSENTIALS-PSP AP
3400 E TAHQUITZ WAY
AGUA CALIENTE CONCOURSE",Palm Springs,CA,92262,US,UPTOWN ESSENTIALS-PSP AP|Palm Springs|CA|92262|US,730252,hmorales,302.400000000,302.400000000
151807,1481010,74,Fulfilled,2026-03-04 14:41:32.809000,2026-03-16 00:00:00,2026-03-17 14:57:01.911000,Welcome to LV-Forum Shops,"3500 Las Vegas Blvd S
SPACE # R25",Las Vegas,NV,89109,US,Welcome to LV-Forum Shops|Las Vegas|NV|89109|US,730251,hmorales,302.400000000,302.400000000
151808,1481011,74,Fulfilled,2026-03-04 14:44:25.168000,2026-03-12 00:00:00,2026-03-16 15:09:02.011000,WELCOME LAS VEGAS-PROJECT 63,"WELCOME LAS VEGAS-PROJECT 63
3716 LAS VEGAS BLVD
STE 204-304",Las Vegas,NV,89109,US,WELCOME LAS VEGAS-PROJECT 63|Las Vegas|NV|89109|US,730250,hmorales,302.400000000,302.400000000
151809,1481012,74,Fulfilled,2026-03-04 14:46:19.943000,2026-03-12 00:00:00,2026-03-16 16:30:49.241000,0153 FUEL AT CIRCA,8 FREMONT STREET #B118,LAS VEGAS,NV,89101,US,0153 FUEL AT CIRCA|LAS VEGAS|NV|89101|US,730249,hmorales,302.400000000,302.400000000
151810,1481013,74,Fulfilled,2026-03-04 14:47:58.860000,2026-03-12 00:00:00,2026-03-16 15:09:02.619000,0711 TMZ-LAX AIRPORT (TBIT),"711 TMZ SPACE #M67 C/O CREW 192
1924 MAPLE AVE UNIT B",EL SEGUNDO,CA,90245,US,0711 TMZ-LAX AIRPORT (TBIT)|EL SEGUNDO|CA|90245|US,730291,hmorales,302.400000000,302.400000000
151811,1481014,74,Fulfilled,2026-03-04 14:50:07.997000,2026-03-12 00:00:00,2026-03-16 16:30:50.318000,0151 WELCOME LAS VEGAS-GRAND CANAL  SHOPS (2,"WELCOME LAS VEGAS-GRAND CANAL  SHOPS (2
3355 LAS VEGAS BLVD",LAS VEGAS,NV,89109,US,0151 WELCOME LAS VEGAS-GRAND CANAL  SHOPS (2|LAS VEGAS|NV|89109|US,730248,hmorales,302.400000000,302.400000000
151812,1481015,74,Fulfilled,2026-03-04 14:51:57.532000,2026-03-12 00:00:00,2026-03-16 16:30:51.946000,0143 THE D SHOP,301 FREMONT STREET,LAS VEGAS,NV,89101,US,0143 THE D SHOP|LAS VEGAS|NV|89101|US,730246,hmorales,302.400000000,302.400000000
151813,1481016,74,Fulfilled,2026-03-04 14:53:49.921000,2026-03-12 00:00:00,2026-03-16 16:27:03.553000,0131 IMPULSE-SAHARA,2535 LAS VEGAS BLVD,LAS VEGAS,NV,89109,US,0131 IMPULSE-SAHARA|LAS VEGAS|NV|89109|US,730244,hmorales,302.400000000,302.400000000
151814,1481017,74,Fulfilled,2026-03-04 14:55:30.326000,2026-03-12 00:00:00,2026-03-16 16:30:51.127000,GIFT SHOP-FORUM SHOPS (VALET),3500 LAS VEGAS BLVD,LAS VEGAS,NV,89109,US,GIFT SHOP-FORUM SHOPS (VALET)|LAS VEGAS|NV|89109|US,730243,hmorales,302.400000000,302.400000000
151815,1481018,74,Fulfilled,2026-03-04 14:56:58.942000,2026-03-12 00:00:00,2026-03-16 16:30:51.534000,WELCOME LAS VEGAS-THE STRAT,2000 LAS VEGAS BLVD,LAS VEGAS,NV,89104,US,WELCOME LAS VEGAS-THE STRAT|LAS VEGAS|NV|89104|US,730242,hmorales,302.400000000,302.400000000
151816,1481019,74,Fulfilled,2026-03-04 14:58:21.264000,2026-03-12 00:00:00,2026-03-16 16:30:50.727000,EXHILARATE 108-THE STRAT,2000 LAS VEGAS BLVD,LAS VEGAS,NV,89104,US,EXHILARATE 108-THE STRAT|LAS VEGAS|NV|89104|US,730241,hmorales,302.400000000,302.400000000
151817,1481020,74,Fulfilled,2026-03-04 15:00:09.221000,2026-03-12 00:00:00,2026-03-16 16:30:49.913000,0016-WELCOME LAS VEGAS-VENETIAN,3355 LAS VEGAS BLVD #2080,LAS VEGAS,NV,89109,US,0016-WELCOME LAS VEGAS-VENETIAN|LAS VEGAS|NV|89109|US,730240,hmorales,302.400000000,302.400000000
151819,1481021,74,Fulfilled,2026-03-04 15:03:13.632000,2026-03-12 00:00:00,2026-03-16 15:09:03.128000,0003 WELCOME LAS VEGAS GRAND CANAL  SHOPS,"3355 LAS VEGAS BLVD
#2020",LAS VEGAS,NV,89109,US,0003 WELCOME LAS VEGAS GRAND CANAL  SHOPS|LAS VEGAS|NV|89109|US,730239,hmorales,302.400000000,302.400000000
151820,1481022,74,Fulfilled,2026-03-04 15:06:35.046000,2026-03-12 00:00:00,2026-03-17 07:27:02.210000,THE BOWERY BAY SHOPS-LGA AP,"THE BOWERY BAY SHOPS-LGA AP
2353 US HIGHWAY 130
STE A
C/O WHSMITH - GXO DC",Dayton,NJ,08810,US,THE BOWERY BAY SHOPS-LGA AP|Dayton|NJ|08810|US,730290,hmorales,302.400000000,302.400000000
151821,1481023,74,Fulfilled,2026-03-04 15:09:27.067000,2026-03-12 00:00:00,2026-03-17 07:27:01.306000,DISTRICT MARKET-BWI AIRPORT,"2353 US HIGHWAY 130 STE
C/O WHSMITH-GXO",DAYTON,NJ,08810,US,DISTRICT MARKET-BWI AIRPORT|DAYTON|NJ|08810|US,730289,hmorales,302.400000000,302.400000000
151822,1481024,74,Fulfilled,2026-03-04 15:10:34.593000,2026-03-12 00:00:00,2026-03-17 07:27:02.032000,CITY ARTS MARKET-MCO AP,"CITY ARTS MARKET-MCO AP
6190 CARGO ROAD
c/o CRDC Facility.
Bradford Logistics",Orlando,FL,32827,US,CITY ARTS MARKET-MCO AP|Orlando|FL|32827|US,730287,hmorales,302.400000000,302.400000000
151823,1481025,74,Fulfilled,2026-03-04 15:11:30.676000,2026-03-12 00:00:00,2026-03-17 07:27:01.865000,MAINSTREET MARKET-MCO AIRPORT,"c/o CRDC Facility-Bradford Logistics
6190 CARGO ROAD",ORLANDO,FL,32827,US,MAINSTREET MARKET-MCO AIRPORT|ORLANDO|FL|32827|US,730285,hmorales,302.400000000,302.400000000
151824,1481026,74,Fulfilled,2026-03-04 15:13:03.144000,2026-03-12 00:00:00,2026-03-17 07:27:02.384000,REPLENISH-MCO AIRPORT,"c/o CRDC Facility-Bradford Logistics
6190 CARGO ROAD",ORLANDO,FL,32827,US,REPLENISH-MCO AIRPORT|ORLANDO|FL|32827|US,730284,hmorales,302.400000000,302.400000000
151988,1481034,74,Fulfilled,2026-03-06 10:45:55.060000,2026-03-16 00:00:00,2026-03-17 14:54:02.758000,LICK-DFW AIRPORT,"LICK-DFW AIRPORT
2610 N INTL PKWY
TERMINAL E GATE E34 SPACE 109 C",DALLAS,TX,75261,US,LICK-DFW AIRPORT|DALLAS|TX|75261|US,732511,cfortin,210.960000000,210.960000000
151989,1481035,74,Fulfilled,2026-03-06 10:51:57.123000,2026-03-16 00:00:00,2026-03-17 14:57:02.678000,LARIMER STREET MARKET-DEN AP,"WHSMITH C/O HYPERION
414 N BROADWAY UNIT C",Denver,CO,80203,US,LARIMER STREET MARKET-DEN AP|Denver|CO|80203|US,732514,cfortin,210.960000000,210.960000000
151990,1481036,74,Fulfilled,2026-03-06 10:53:57.495000,2026-03-16 00:00:00,2026-03-17 14:57:01.585000,DISTRICT MARKET-LGA AP,"C/O WHSMITH - GXO DC
2353 US HIGHWAY 130
STE A",Dayton,NJ,08810,US,DISTRICT MARKET-LGA AP|Dayton|NJ|08810|US,732515,cfortin,300.960000000,300.960000000
153497,1481112,74,Fulfilled,2026-03-19 11:31:19.601000,2026-03-24 00:00:00,2026-03-24 13:27:03.152000,La Palmas Oasis -- PSP,"La Palmas Oasis PSP
Palm Springs AIrport
3400 E Tahquitz Way",Palm Springs,CA,92262,US,La Palmas Oasis -- PSP|Palm Springs|CA|92262|US,739320,hmorales,270.000000000,270.000000000
153498,1481113,74,Fulfilled,2026-03-19 11:33:38.986000,2026-03-24 00:00:00,2026-03-24 15:27:02.319000,SIX POINTS MARKET-ORD AP,"SIX POINTS MARKET-ORD AP
ALM
520 OLD CARGO RD , TERMINAL 5 EAST DOCK",Chicago,IL,60666,US,SIX POINTS MARKET-ORD AP|Chicago|IL|60666|US,739323,hmorales,270.000000000,270.000000000
153499,1481114,74,Fulfilled,2026-03-19 11:35:36.555000,2026-03-23 00:00:00,2026-03-23 11:42:03.035000,LARIMER STREET MARKET-DEN AP,"LARIMER STREET MARKET-DEN AP
414 N BROADWAY UNIT C",Denver,CO,80203,US,LARIMER STREET MARKET-DEN AP|Denver|CO|80203|US,739330,hmorales,204.960000000,204.960000000
153500,1481115,74,Fulfilled,2026-03-19 11:37:33.279000,2026-03-24 00:00:00,2026-03-25 09:45:47.027000,LA CONFIDENTIAL- LAX AP,"LA CONFIDENTIAL- LAX AP
1924 E MAPLE AVE
UNIT B
C/O CREWS 1972",El Segundo,CA,90245,US,LA CONFIDENTIAL- LAX AP|El Segundo|CA|90245|US,739335,hmorales,355.440000000,355.440000000
153501,1481116,74,Fulfilled,2026-03-19 11:39:09.007000,2026-03-23 00:00:00,2026-03-23 11:39:01.964000,SILICON VALLEY NEWS-SFO AP,"SILICON VALLEY NEWS-SFO AP
100 INTERNATIONAL LOOP
TERM 3, F GATE",San Francisco,CA,94128,US,SILICON VALLEY NEWS-SFO AP|San Francisco|CA|94128|US,739337,hmorales,325.920000000,325.920000000
153502,1481117,74,Fulfilled,2026-03-19 11:40:47.575000,2026-03-24 00:00:00,2026-03-25 09:45:46.624000,NATALIES CANDY AT SEA-TAC  AP,"NATALIES CANDY AT SEA-TAC AP
17801 PACIFIC HIGHWAY SO
NORTH SATELLITE
SPACE NS-12",Seattle,WA,98158,US,NATALIES CANDY AT SEA-TAC  AP|Seattle|WA|98158|US,739338,hmorales,603.360000000,603.360000000
153503,1481118,74,Fulfilled,2026-03-19 11:42:11.006000,2026-03-24 00:00:00,2026-03-24 13:27:02.967000,SHOREPOINTS MARKET-EWR AIRPORT (T1),"SHOREPOINTS MARKET-EWR AIRPORT (T1)
2353 US HIGHWAY 130 STE A
C/O WHSMITH - GXO DC",DAYTON,NJ,08810,US,SHOREPOINTS MARKET-EWR AIRPORT (T1)|DAYTON|NJ|08810|US,739339,hmorales,258.000000000,258.000000000
153504,1481119,74,Fulfilled,2026-03-19 11:43:35.294000,2026-03-23 00:00:00,2026-03-23 11:39:02.322000,THE ARTS DISTRICT MARKET - SAN,"C/O BRADFORD AIRPORT LOGISTICS
2247 WEST WASHINGTON STREET",SAN DIEGO,CA,92110,US,THE ARTS DISTRICT MARKET - SAN|SAN DIEGO|CA|92110|US,739340,hmorales,241.920000000,241.920000000
154489,1481156,74,Fulfilled,2026-03-25 14:46:06.765000,2026-03-31 00:00:00,2026-03-31 14:08:43.304000,Eastbank Market @ PDX,"c/o Bradford Logistics
8975 NE Airport Way",Portland,OR,97220,US,Eastbank Market @ PDX|Portland|OR|97220|US,741640,cfortin,210.960000000,210.960000000
155973,1481195,74,Fulfilled,2026-04-02 13:31:22.220000,2026-04-13 00:00:00,2026-04-14 15:45:42.915000,EASTERN MARKET-DCA,"C/O WHSMITH-GXO
2353 US HIGHWAY 130 STE",Dayton,NJ,08810,US,EASTERN MARKET-DCA|Dayton|NJ|08810|US,744881,cfortin,423.360000000,423.360000000
155974,1481196,74,Fulfilled,2026-04-02 13:34:15.471000,2026-04-14 00:00:00,2026-04-17 11:03:10.830000,UPTOWN ESSENTIALS-PSP AP,"UPTOWN ESSENTIALS-PSP AP
3400 E TAHQUITZ WAY
AGUA CALIENTE CONCOURSE",Palm Springs,CA,92262,US,UPTOWN ESSENTIALS-PSP AP|Palm Springs|CA|92262|US,744858,cfortin,710.880000000,710.880000000
155975,1481197,74,Fulfilled,2026-04-02 13:52:09.543000,2026-04-14 00:00:00,2026-04-14 15:45:42.618000,MADE IN KC- MCI AP,"MADE IN KC- MCI AP
400 ATHENS AVE
NODE A, SPACE # CC2-030
C/O BRADFORD LOGISTICS",Kansas City,MO,64153,US,MADE IN KC- MCI AP|Kansas City|MO|64153|US,744862,cfortin,529.440000000,529.440000000
155976,1481198,74,Fulfilled,2026-04-02 13:56:34.086000,2026-04-14 00:00:00,2026-04-14 15:45:42.446000,GOTHAM NEWS-LGA AIRPORT,"C/O WHSMITH - GXO DC
2353 US HIGHWAY 130 STE A",DAYTON,NJ,08810,US,GOTHAM NEWS-LGA AIRPORT|DAYTON|NJ|08810|US,744864,cfortin,241.920000000,241.920000000
155977,1481199,74,Fulfilled,2026-04-02 14:01:47.364000,2026-04-14 00:00:00,2026-04-17 11:03:09.766000,LICK-DFW AIRPORT,"LICK-DFW AIRPORT
2610 N INTL PKWY
TERMINAL E GATE E34 SPACE 109 C",DALLAS,TX,75261,US,LICK-DFW AIRPORT|DALLAS|TX|75261|US,744868,cfortin,241.920000000,241.920000000
155978,1481200,74,Fulfilled,2026-04-02 14:05:35.110000,2026-04-14 00:00:00,2026-04-14 15:45:41.910000,FLIGHT STOP-DEN AIRPORT (GATE 33 &  55),"WHSMITH C/O HYPERION
414 N BROADWAY UNIT C",Denver,CO,80203,US,FLIGHT STOP-DEN AIRPORT (GATE 33 &  55)|Denver|CO|80203|US,744869,cfortin,294.960000000,294.960000000
155979,1481201,74,Fulfilled,2026-04-02 14:08:05.886000,2026-04-14 00:00:00,2026-04-14 15:45:43.571000,DISTRICT MARKET-SFO AP,"DISTRICT MARKET-SFO AP
3 N TERMINAL
Hub #F.2.030",San Francisco,CA,94128,US,DISTRICT MARKET-SFO AP|San Francisco|CA|94128|US,744870,cfortin,445.440000000,445.440000000
155980,1481202,74,Fulfilled,2026-04-02 14:12:10.235000,2026-04-14 00:00:00,2026-04-17 11:03:10.373000,THE WELL - SMF AP,"THE WELL - SMF AP
6900 AIRPORT BLVD
TERM A",Sacramento,CA,95837,US,THE WELL - SMF AP|Sacramento|CA|95837|US,744871,cfortin,529.440000000,529.440000000
155984,1481203,74,Fulfilled,2026-04-02 14:14:31.315000,2026-04-14 00:00:00,2026-04-14 15:45:43.197000,DC ARTS DISTRICT MARKET-DCA,"C/O WHSMITH- GXO
2353 US HIGHWAY 130 STE",Dayton,NJ,08810,US,DC ARTS DISTRICT MARKET-DCA|Dayton|NJ|08810|US,744880,cfortin,710.880000000,710.880000000
156299,1481225,74,Fulfilled,2026-04-07 11:49:34.798000,2026-04-07 00:00:00,2026-04-07 13:41:12.531000,0543 BARBUR FOODS - PDX,"C/O BRADFORD LOGISTICS
8975 NE AIRPORT WAY",PORTLAND,OR,97220,US,0543 BARBUR FOODS - PDX|PORTLAND|OR|97220|US,739709,hmorales,604.800000000,604.800000000
157229,1481368,74,Fulfilled,2026-04-17 07:19:49.641000,2026-04-20 00:00:00,2026-04-20 13:25:22.850000,TRAVEL + RIGHT-SLC,"3619 W 510 NORTH
C/O BRADFORD LOGISTICS",SALT LAKE CITY,UT,84116,US,TRAVEL + RIGHT-SLC|SALT LAKE CITY|UT|84116|US,748518,hmorales,210.960000000,210.960000000
157230,1481369,74,Fulfilled,2026-04-17 07:22:30.397000,2026-04-20 00:00:00,2026-04-20 11:18:45.585000,La Palmas Oasis -- PSP,"La Palmas Oasis PSP
Palm Springs AIrport
3400 E Tahquitz Way",Palm Springs,CA,92262,US,La Palmas Oasis -- PSP|Palm Springs|CA|92262|US,748495,hmorales,204.960000000,204.960000000
157231,1481370,74,Fulfilled,2026-04-17 07:24:55.970000,2026-04-20 00:00:00,2026-04-20 11:18:44.972000,PUBLIC MARKET-SLC AP,"PUBLIC MARKET-SLC AP
3619 W 510 NORTH
C/O CDR CTR Bradford Logistics",Salt Lake City,UT,84116,US,PUBLIC MARKET-SLC AP|Salt Lake City|UT|84116|US,748497,hmorales,204.960000000,204.960000000
157232,1481371,74,Fulfilled,2026-04-17 07:26:51.517000,2026-04-20 00:00:00,2026-04-20 13:25:23.799000,WH SMITH-DCA AP (T-CNC3),"C/O WHSMITH-GXO
2353 US HIGHWAY 130 ST",Dayton,NJ,08810,US,WH SMITH-DCA AP (T-CNC3)|Dayton|NJ|08810|US,748499,hmorales,241.920000000,241.920000000
157233,1481372,74,Fulfilled,2026-04-17 07:33:14.781000,2026-04-20 00:00:00,2026-04-20 12:00:47.596000,THE WELL - SMF AP,"THE WELL - SMF AP
6900 AIRPORT BLVD
TERM A",Sacramento,CA,95837,US,THE WELL - SMF AP|Sacramento|CA|95837|US,748504,hmorales,241.920000000,241.920000000
157234,1481373,74,Fulfilled,2026-04-17 07:35:10.143000,2026-04-20 00:00:00,2026-04-20 13:48:01.591000,SHOREPOINTS MARKET-EWR AIRPORT (T1),"SHOREPOINTS MARKET-EWR AIRPORT (T1)
2353 US HIGHWAY 130 STE A
C/O WHSMITH - GXO DC",DAYTON,NJ,08810,US,SHOREPOINTS MARKET-EWR AIRPORT (T1)|DAYTON|NJ|08810|US,748511,hmorales,360.000000000,360.000000000
157235,1481374,74,Fulfilled,2026-04-17 07:36:48.691000,2026-04-20 00:00:00,2026-04-20 13:25:24.284000,Eastbank Market @ PDX,"c/o Bradford Logistics
8975 NE Airport Way",Portland,OR,97220,US,Eastbank Market @ PDX|Portland|OR|97220|US,748512,hmorales,241.920000000,241.920000000
157236,1481375,74,Fulfilled,2026-04-17 07:38:57.596000,2026-04-20 00:00:00,2026-04-20 13:25:23.430000,THE ARTS DISTRICT MARKET - SAN,"C/O BRADFORD AIRPORT LOGISTICS
2247 WEST WASHINGTON STREET",SAN DIEGO,CA,92110,US,THE ARTS DISTRICT MARKET - SAN|SAN DIEGO|CA|92110|US,748513,hmorales,362.880000000,362.880000000
157237,1481376,74,Fulfilled,2026-04-17 07:40:32.070000,2026-04-20 00:00:00,2026-04-20 12:00:47.285000,Motown Greatest Hits #430 Suite 3-2,"Motown Greatest Hits
C/O Bradford Logistics
2588 World Gateway Place Suite T1-160",Detroit,MI,48242,US,Motown Greatest Hits #430 Suite 3-2|Detroit|MI|48242|US,748515,hmorales,270.000000000,270.000000000
159238,1481467,74,Issued,2026-05-01 07:41:19.273000,2026-05-04 00:00:00,,Penn's Landing @ PHL,"C/O WHSmith GXO DC: 
2353 US Highway 130 Ste A",Dayton,NJ,08810,US,Penn's Landing @ PHL|Dayton|NJ|08810|US,754081,hmorales,265.440000000,265.440000000
159239,1481468,74,Issued,2026-05-01 07:43:29.103000,2026-05-04 00:00:00,,Duke City Station @ ABQ,"ABQ FREIGHT TRANSPORT STATION
2200 KIRKLAND DR SE
SOUTH END OF BUILDING",ALBUQUERQUE,NM,87106,US,Duke City Station @ ABQ|ALBUQUERQUE|NM|87106|US,754082,hmorales,544.320000000,544.320000000
159240,1481469,74,Issued,2026-05-01 07:45:07.504000,2026-05-04 00:00:00,,Eastbank Market @ PDX,"c/o Bradford Logistics
8975 NE Airport Way",Portland,OR,97220,US,Eastbank Market @ PDX|Portland|OR|97220|US,754083,hmorales,294.960000000,294.960000000
159241,1481470,74,Issued,2026-05-01 07:46:19.447000,2026-05-04 00:00:00,,THE ARTS DISTRICT MARKET - SAN,"C/O BRADFORD AIRPORT LOGISTICS
2247 WEST WASHINGTON STREET",SAN DIEGO,CA,92110,US,THE ARTS DISTRICT MARKET - SAN|SAN DIEGO|CA|92110|US,754084,hmorales,362.880000000,362.880000000
159242,1481471,74,Issued,2026-05-01 07:47:32.782000,2026-05-04 00:00:00,,16TH & DOLORES-SFO AP (T2),"SFO AIRPORT-TERMINAL 2
SPACE D.2.325",SAN FRANCISCO,CA,94128,US,16TH & DOLORES-SFO AP (T2)|SAN FRANCISCO|CA|94128|US,754085,hmorales,423.360000000,423.360000000
159243,1481472,74,Issued,2026-05-01 07:48:51.599000,2026-05-04 00:00:00,,EASTERN MARKET-DCA,"C/O WHSMITH-GXO
2353 US HIGHWAY 130 STE",Dayton,NJ,08810,US,EASTERN MARKET-DCA|Dayton|NJ|08810|US,754088,hmorales,204.960000000,204.960000000
159244,1481473,74,Issued,2026-05-01 07:50:15.442000,2026-05-04 00:00:00,,SLC Public Market-SPace #CAE 2-003,"C/O CDR CTR Bradford Logistics
3619 W 510 North",Salt Lake City,UT,84116,US,SLC Public Market-SPace #CAE 2-003|Salt Lake City|UT|84116|US,754064,hmorales,392.400000000,392.400000000
