so_id,so_num,customer_id,status,date_issued,date_first_ship,date_completed,ship_to_name,ship_to_address,ship_to_city,ship_to_state,ship_to_zip,ship_to_country,ship_to_key,customer_po,salesman,total_price,sub_total
105764,1479259,74,Fulfilled,2025-11-21 13:53:53.792000,2025-11-24 00:00:00,2025-11-24 11:05:04.598000,DISTRICT MARKET-SFO AP,"DISTRICT MARKET-SFO AP
3 N TERMINAL
Hub #F.2.030",San Francisco,CA,94128,US,DISTRICT MARKET-SFO AP|San Francisco|CA|94128|US,695578,hmorales,241.920000000,241.920000000
105765,1479260,74,Fulfilled,2025-11-21 13:56:00.148000,2025-11-24 00:00:00,2025-11-24 11:06:02.791000,WHSMITH C/O HYPERION,"WHSMITH C/O HYPERION
414 N BROADWAY UNIT C",DENVER,CO,80203,US,WHSMITH C/O HYPERION|DENVER|CO|80203|US,695579,hmorales,483.840000000,483.840000000
105766,1479261,74,Fulfilled,2025-11-21 13:57:48.014000,2025-11-24 00:00:00,2025-11-24 11:05:05.829000,DISTRICT MARKET-LGA AP,"DISTRICT MARKET-LGA AP
2353 US HIGHWAY 130
STE A
C/O WHSMITH - GXO DC",Dayton,NJ,08810,US,DISTRICT MARKET-LGA AP|Dayton|NJ|08810|US,695580,hmorales,241.920000000,241.920000000
105767,1479262,74,Fulfilled,2025-11-21 13:59:18.138000,2025-11-24 00:00:00,2025-11-24 11:05:05.301000,0449 EASTERN MARKET-DCA,"0449 EASTERN MARKET-DCA
C/O WHSMITH-GXO
2353 US HIGHWAY 130 STE",Dayton,NJ,08810,US,0449 EASTERN MARKET-DCA|Dayton|NJ|08810|US,695589,hmorales,241.920000000,241.920000000
105768,1479263,74,Fulfilled,2025-11-21 14:00:53.666000,2025-11-24 00:00:00,2025-11-24 11:01:01.924000,FLIGHT STOP-DEN AIRPORT (GATE 33 &  55),"WHSMITH C/O HYPERION
414 N BROADWAY UNIT C",Denver,CO,80203,US,FLIGHT STOP-DEN AIRPORT (GATE 33 &  55)|Denver|CO|80203|US,695577,hmorales,483.840000000,483.840000000
108975,1479405,74,Fulfilled,2025-11-28 09:09:24.813000,2025-12-01 00:00:00,2025-12-01 17:15:32.390000,UPTOWN KIOSK 2-PHX AP,"UPTOWN KIOSK 2-PHX AP
3400 E SKY HARBOR BLVD
SPACE # T4S1
Term 4, Lvl 3, Near Gate D11",Phoenix,AZ,85034,US,UPTOWN KIOSK 2-PHX AP|Phoenix|AZ|85034|US,698568,hmorales,241.920000000,241.920000000
108976,1479406,74,Fulfilled,2025-11-28 09:12:11.525000,2025-12-01 00:00:00,2025-12-01 17:15:32.687000,DISTRICT MARKET-BWI AIRPORT,"2353 US HIGHWAY 130 STE
C/O WHSMITH-GXO",DAYTON,NJ,08810,US,DISTRICT MARKET-BWI AIRPORT|DAYTON|NJ|08810|US,698577,hmorales,241.920000000,241.920000000
108977,1479408,74,Fulfilled,2025-11-28 09:15:07.511000,2025-12-01 00:00:00,2025-12-01 17:15:32.028000,SHOREPOINTS MARKET-EWR AIRPORT (T1),"SHOREPOINTS MARKET-EWR AIRPORT (T1)
2353 US HIGHWAY 130 STE A
C/O WHSMITH - GXO DC",DAYTON,NJ,08810,US,SHOREPOINTS MARKET-EWR AIRPORT (T1)|DAYTON|NJ|08810|US,698581,hmorales,241.920000000,241.920000000
123106,1479784,74,Fulfilled,2025-12-12 11:00:35.030000,2025-12-15 00:00:00,2025-12-18 15:06:05.736000,THE BOWERY BAY SHOPS-LGA AP,"THE BOWERY BAY SHOPS-LGA AP
2353 US HIGHWAY 130
STE A
C/O WHSMITH - GXO DC",Dayton,NJ,08810,US,THE BOWERY BAY SHOPS-LGA AP|Dayton|NJ|08810|US,702728,hmorales,650.400000000,650.400000000
123108,1479785,74,Fulfilled,2025-12-12 11:03:07.496000,2025-12-15 00:00:00,2025-12-18 15:00:07.440000,LA CONFIDENTIAL- LAX AP,"LA CONFIDENTIAL- LAX AP
1924 E MAPLE AVE
UNIT B
C/O CREWS 1972",El Segundo,CA,90245,US,LA CONFIDENTIAL- LAX AP|El Segundo|CA|90245|US,702729,hmorales,408.480000000,408.480000000
123110,1479786,74,Fulfilled,2025-12-12 11:07:23.669000,2025-12-15 00:00:00,2025-12-18 15:06:06.435000,SILICON VALLEY NEWS-SFO AP,"SILICON VALLEY NEWS-SFO AP
100 INTERNATIONAL LOOP
TERM 3, F GATE",San Francisco,CA,94128,US,SILICON VALLEY NEWS-SFO AP|San Francisco|CA|94128|US,702731,hmorales,529.440000000,529.440000000
123111,1479787,74,Fulfilled,2025-12-12 11:15:58.400000,2025-12-15 00:00:00,2025-12-18 14:57:04.112000,SHOREPOINTS MARKET-EWR AIRPORT (T1),"SHOREPOINTS MARKET-EWR AIRPORT (T1)
2353 US HIGHWAY 130 STE A
C/O WHSMITH - GXO DC",DAYTON,NJ,08810,US,SHOREPOINTS MARKET-EWR AIRPORT (T1)|DAYTON|NJ|08810|US,702733,hmorales,696.000000000,696.000000000
123112,1479788,74,Fulfilled,2025-12-12 11:18:58.371000,2025-12-15 00:00:00,2025-12-18 15:27:04.512000,NATALIES CANDY AT SEA-TAC  AP,"NATALIES CANDY AT SEA-TAC AP
17801 PACIFIC HIGHWAY SO
NORTH SATELLITE
SPACE NS-12",Seattle,WA,98158,US,NATALIES CANDY AT SEA-TAC  AP|Seattle|WA|98158|US,702732,hmorales,468.960000000,468.960000000
123113,1479789,74,Fulfilled,2025-12-12 11:27:20.959000,2025-12-15 00:00:00,2025-12-18 15:06:04.407000,0430 Motown Greatest Hits #430 Suite 3-2,"0430 Motown Greatest Hits
C/O Bradford Logistics
2588 World Gateway Place Suite T1-160",Detroit,MI,48242,US,0430 Motown Greatest Hits #430 Suite 3-2|Detroit|MI|48242|US,702735,hmorales,408.480000000,408.480000000
123124,1479790,74,Fulfilled,2025-12-12 11:30:37.147000,2025-12-15 00:00:00,2025-12-18 15:03:04.955000,0449 EASTERN MARKET-DCA,"0449 EASTERN MARKET-DCA
C/O WHSMITH-GXO
2353 US HIGHWAY 130 STE",Dayton,NJ,08810,US,0449 EASTERN MARKET-DCA|Dayton|NJ|08810|US,702737,hmorales,408.480000000,408.480000000
123144,1479791,74,Fulfilled,2025-12-12 11:33:12.281000,2025-12-15 00:00:00,2025-12-18 15:27:05.011000,TRAVEL + RIGHT-SLC,"3619 W 510 NORTH
C/O BRADFORD LOGISTICS",SALT LAKE CITY,UT,84116,US,TRAVEL + RIGHT-SLC|SALT LAKE CITY|UT|84116|US,702738,hmorales,468.960000000,468.960000000
123155,1479792,74,Fulfilled,2025-12-12 11:35:10.544000,2025-12-15 00:00:00,2025-12-20 23:06:50.710000,LA PALMAS OASIS-PSP AP,"LA PALMAS OASIS-PSP AP
3400 E TAHQUITZ WAY
SONNY BONO CONCOURSE",Palm Springs,CA,92262,US,LA PALMAS OASIS-PSP AP|Palm Springs|CA|92262|US,702708,hmorales,408.480000000,408.480000000
123172,1479793,74,Fulfilled,2025-12-12 11:37:26.806000,2025-12-15 00:00:00,2025-12-18 14:57:05.222000,LICK-DFW AIRPORT,"LICK-DFW AIRPORT
2610 N INTL PKWY
TERMINAL E GATE E34 SPACE 109 C",DALLAS,TX,75261,US,LICK-DFW AIRPORT|DALLAS|TX|75261|US,702718,hmorales,408.480000000,408.480000000
123189,1479794,74,Fulfilled,2025-12-12 11:39:09.545000,2025-12-15 00:00:00,2025-12-18 15:27:06.043000,GOTHAM NEWS-MOYNIHAN TRAIN HALL,"GOTHAM NEWS
2353 US HIGHWAY 130
STE A
MOYNIHAN TRAIN HALL",Dayton,NJ,08810,US,GOTHAM NEWS-MOYNIHAN TRAIN HALL|Dayton|NJ|08810|US,702709,hmorales,529.440000000,529.440000000
123196,1479795,74,Fulfilled,2025-12-12 11:40:44.447000,2025-12-15 00:00:00,2025-12-18 15:00:06.920000,0522 SLC Public Market-SPace #CAE 2-003,"0522 SLC Public Market-SPace #CAE 2-003
C/O CDR CTR Bradford Logistics
3619 W 510 North",Salt Lake City,UT,84116,US,0522 SLC Public Market-SPace #CAE 2-003|Salt Lake City|UT|84116|US,702710,hmorales,348.000000000,348.000000000
123209,1479796,74,Fulfilled,2025-12-12 11:43:17.584000,2025-12-15 00:00:00,2025-12-18 15:06:05.153000,SIX POINTS MARKET-ORD AP,"SIX POINTS MARKET-ORD AP
520 OLD CARGO RD
TERMINAL 5 EAST DOCK",Chicago,IL,60666,US,SIX POINTS MARKET-ORD AP|Chicago|IL|60666|US,702711,hmorales,529.440000000,529.440000000
123226,1479797,74,Fulfilled,2025-12-12 11:45:14.328000,2025-12-15 00:00:00,2025-12-18 15:00:06.468000,UPTOWN KIOSK 2-PHX AP,"UPTOWN KIOSK 2-PHX AP
3400 E SKY HARBOR BLVD
SPACE # T4S1
Term 4, Lvl 3, Near Gate D11",Phoenix,AZ,85034,US,UPTOWN KIOSK 2-PHX AP|Phoenix|AZ|85034|US,702713,hmorales,348.000000000,348.000000000
123229,1479798,74,Fulfilled,2025-12-12 11:49:55.943000,2025-12-15 00:00:00,2025-12-18 15:03:04.654000,CAPITOL FILE-DCA AP (T-CNC-7),"C/O WHSMITH-GXO
2353 US HIGHWAY 
130 STE",Dayton,NJ,08810,US,CAPITOL FILE-DCA AP (T-CNC-7)|Dayton|NJ|08810|US,702716,hmorales,408.480000000,408.480000000
123255,1479799,74,Fulfilled,2025-12-12 11:52:05.987000,2025-12-15 00:00:00,2025-12-18 15:31:05.453000,FLIGHT STOP-DEN AIRPORT (GATE 33 &  55),"WHSMITH C/O HYPERION
414 N BROADWAY UNIT C",Denver,CO,80203,US,FLIGHT STOP-DEN AIRPORT (GATE 33 &  55)|Denver|CO|80203|US,702719,hmorales,529.440000000,529.440000000
123262,1479800,74,Fulfilled,2025-12-12 11:53:50.168000,2025-12-15 00:00:00,2025-12-18 15:03:04.330000,DISTRICT MARKET-SFO AP,"DISTRICT MARKET-SFO AP
3 N TERMINAL
Hub #F.2.030",San Francisco,CA,94128,US,DISTRICT MARKET-SFO AP|San Francisco|CA|94128|US,702720,hmorales,408.480000000,408.480000000
123269,1479801,74,Fulfilled,2025-12-12 11:56:03.272000,2025-12-15 00:00:00,2025-12-18 15:00:16.784000,LARIMER STREET MARKET-DEN AP,"LARIMER STREET MARKET-DEN AP
WHSMITH C/O HYPERION
414 N BROADWAY UNIT C",Denver,CO,80203,US,LARIMER STREET MARKET-DEN AP|Denver|CO|80203|US,702721,hmorales,408.480000000,408.480000000
123287,1479802,74,Fulfilled,2025-12-12 11:57:31.170000,2025-12-15 00:00:00,2025-12-18 15:03:03.779000,DISTRICT MARKET-LGA AP,"DISTRICT MARKET-LGA AP
2353 US HIGHWAY 130
STE A
C/O WHSMITH - GXO DC",Dayton,NJ,08810,US,DISTRICT MARKET-LGA AP|Dayton|NJ|08810|US,702722,hmorales,408.480000000,408.480000000
123301,1479803,74,Fulfilled,2025-12-12 11:59:20.087000,2025-12-15 00:00:00,2025-12-18 14:57:04.831000,CITY ARTS MARKET-MCO AP,"CITY ARTS MARKET-MCO AP
6190 CARGO ROAD
c/o CRDC Facility.
Bradford Logistics",Orlando,FL,32827,US,CITY ARTS MARKET-MCO AP|Orlando|FL|32827|US,702726,hmorales,408.480000000,408.480000000
123316,1479804,74,Fulfilled,2025-12-12 12:00:43.420000,2025-12-15 00:00:00,2025-12-18 15:00:05.905000,DISTRICT MARKET-BWI AIRPORT,"2353 US HIGHWAY 130 STE
C/O WHSMITH-GXO",DAYTON,NJ,08810,US,DISTRICT MARKET-BWI AIRPORT|DAYTON|NJ|08810|US,702727,hmorales,348.000000000,348.000000000
137729,1480600,74,Fulfilled,2026-01-09 10:27:46.801000,2026-01-12 00:00:00,2026-01-12 15:09:05.964000,La Palmas Oasis -- PSP,"La Palmas Oasis PSP
Palm Springs AIrport
3400 E Tahquitz Way",Palm Springs,CA,92262,US,La Palmas Oasis -- PSP|Palm Springs|CA|92262|US,711392,hmorales,294.960000000,294.960000000
137730,1480601,74,Fulfilled,2026-01-09 10:29:26.326000,2026-01-12 00:00:00,2026-01-12 15:09:04.258000,CAPITOL FILE-DCA AP (T-CNC-7),"C/O WHSMITH-GXO
2353 US HIGHWAY 
130 STE",Dayton,NJ,08810,US,CAPITOL FILE-DCA AP (T-CNC-7)|Dayton|NJ|08810|US,711396,hmorales,241.920000000,241.920000000
137731,1480602,74,Fulfilled,2026-01-09 10:31:21.727000,2026-01-12 00:00:00,2026-01-12 15:09:05.288000,DISTRICT MARKET-SFO AP,"DISTRICT MARKET-SFO AP
3 N TERMINAL
Hub #F.2.030",San Francisco,CA,94128,US,DISTRICT MARKET-SFO AP|San Francisco|CA|94128|US,711399,hmorales,302.400000000,302.400000000
137732,1480603,74,Fulfilled,2026-01-09 10:32:55.328000,2026-01-12 00:00:00,2026-01-12 15:09:06.383000,SHOREPOINTS MARKET-EWR AIRPORT (T1),"SHOREPOINTS MARKET-EWR AIRPORT (T1)
2353 US HIGHWAY 130 STE A
C/O WHSMITH - GXO DC",DAYTON,NJ,08810,US,SHOREPOINTS MARKET-EWR AIRPORT (T1)|DAYTON|NJ|08810|US,711410,hmorales,210.960000000,210.960000000
140439,1480711,74,Fulfilled,2026-01-23 09:54:04.939000,2026-01-27 00:00:00,2026-01-27 14:54:03.698000,SIX POINTS MARKET-ORD AP,"SIX POINTS MARKET-ORD AP
10000 W BALMORAL AVE
T5 NEXT TO GATE M29",Chicago,IL,60666,US,SIX POINTS MARKET-ORD AP|Chicago|IL|60666|US,718434,cfortin,302.400000000,302.400000000
140440,1480712,74,Fulfilled,2026-01-23 09:59:54.495000,2026-01-27 00:00:00,2026-01-27 14:54:02.556000,FLIGHT STOP-DEN AIRPORT (GATE 33 &  55),"WHSMITH C/O HYPERION
414 N BROADWAY UNIT C",Denver,CO,80203,US,FLIGHT STOP-DEN AIRPORT (GATE 33 &  55)|Denver|CO|80203|US,718438,cfortin,210.960000000,210.960000000
140441,1480713,74,Fulfilled,2026-01-23 10:29:23.066000,2026-01-27 00:00:00,2026-01-27 14:54:03.053000,DISTRICT MARKET-SFO AP,"DISTRICT MARKET-SFO AP
3 N TERMINAL
Hub #F.2.030",San Francisco,CA,94128,US,DISTRICT MARKET-SFO AP|San Francisco|CA|94128|US,718439,cfortin,240.480000000,240.480000000
140442,1480714,74,Fulfilled,2026-01-23 10:37:01.541000,2026-01-27 00:00:00,2026-01-27 14:54:07.867000,DISTRICT MARKET-BWI AIRPORT,"2353 US HIGHWAY 130 STE
C/O WHSMITH-GXO",DAYTON,NJ,08810,US,DISTRICT MARKET-BWI AIRPORT|DAYTON|NJ|08810|US,718440,cfortin,241.920000000,241.920000000
140443,1480715,74,Fulfilled,2026-01-23 10:41:04.654000,2026-01-27 00:00:00,2026-01-27 14:51:05.526000,NATALIES CANDY AT SEA-TAC  AP,"NORTH SATELLITE, SPACE NS-12
17801 PACIFIC HIGHWAY SO",Seattle,WA,98158,US,NATALIES CANDY AT SEA-TAC  AP|Seattle|WA|98158|US,718451,cfortin,271.440000000,271.440000000
140444,1480716,74,Fulfilled,2026-01-23 10:43:19.199000,2026-01-27 00:00:00,2026-01-27 14:54:04.819000,THE ARTS DISTRICT MARKET - SAN,"C/O BRADFORD AIRPORT LOGISTICS
2247 WEST WASHINGTON STREET",SAN DIEGO,CA,92110,US,THE ARTS DISTRICT MARKET - SAN|SAN DIEGO|CA|92110|US,718453,cfortin,241.920000000,241.920000000
140445,1480717,74,Fulfilled,2026-01-23 10:44:57.002000,2026-01-27 00:00:00,2026-01-27 14:54:08.244000,16TH & DOLORES-SFO AP (T2),"SFO AIRPORT-TERMINAL 2
SPACE D.2.325",SAN FRANCISCO,CA,94128,US,16TH & DOLORES-SFO AP (T2)|SAN FRANCISCO|CA|94128|US,718454,cfortin,241.920000000,241.920000000
140446,1480718,74,Fulfilled,2026-01-23 10:46:52.480000,2026-01-27 00:00:00,2026-01-27 14:54:08.541000,MRG KANSAS CITY LLC - SPACE # CC2-090,"C/O BRADFORD LOGISTICS
400 ATHENS AVE",KANSAS CITY,MO,64153,US,MRG KANSAS CITY LLC - SPACE # CC2-090|KANSAS CITY|MO|64153|US,718457,cfortin,241.920000000,241.920000000
142140,1480779,74,Fulfilled,2026-01-29 10:25:22.357000,2026-02-02 00:00:00,2026-02-02 14:42:08.128000,#546 Eastbank Market,"c/o Bradford Logistics
8975 NE Airport Way",Portland,OR,97220,US,#546 Eastbank Market|Portland|OR|97220|US,720543,hmorales,952.800000000,952.800000000
145509,1480813,74,Fulfilled,2026-02-05 16:35:02.521000,2026-02-16 00:00:00,2026-02-17 13:57:06.170000,0440 DC ARTS DISTRICT MARKET-DCA,"C/O WHSMITH- GXO
2353 US HIGHWAY 130 STE",Dayton,NJ,08810,US,0440 DC ARTS DISTRICT MARKET-DCA|Dayton|NJ|08810|US,723659,cfortin,241.920000000,241.920000000
145510,1480814,74,Fulfilled,2026-02-05 16:37:09.360000,2026-02-16 00:00:00,2026-02-18 13:57:04.539000,0449 EASTERN MARKET-DCA,"0449 EASTERN MARKET-DCA
C/O WHSMITH-GXO
2353 US HIGHWAY 130 STE",Dayton,NJ,08810,US,0449 EASTERN MARKET-DCA|Dayton|NJ|08810|US,723660,cfortin,210.960000000,210.960000000
145513,1480815,74,Fulfilled,2026-02-05 16:40:54.989000,2026-02-16 00:00:00,2026-02-17 13:57:06.545000,La Palmas Oasis -- PSP,"La Palmas Oasis PSP
Palm Springs AIrport
3400 E Tahquitz Way",Palm Springs,CA,92262,US,La Palmas Oasis -- PSP|Palm Springs|CA|92262|US,723639,cfortin,302.400000000,302.400000000
145514,1480816,74,Fulfilled,2026-02-05 16:42:52.294000,2026-02-16 00:00:00,2026-02-18 13:57:03.758000,GOTHAM NEWS-MOYNIHAN TRAIN HALL,"GOTHAM NEWS
2353 US HIGHWAY 130
STE A
MOYNIHAN TRAIN HALL",Dayton,NJ,08810,US,GOTHAM NEWS-MOYNIHAN TRAIN HALL|Dayton|NJ|08810|US,723640,cfortin,240.480000000,240.480000000
145515,1480817,74,Fulfilled,2026-02-05 16:44:35.739000,2026-02-16 00:00:00,2026-02-17 13:57:06.889000,MADE IN KC- MCI AP,"MADE IN KC- MCI AP
400 ATHENS AVE
NODE A, SPACE # CC2-030
C/O BRADFORD LOGISTICS",Kansas City,MO,64153,US,MADE IN KC- MCI AP|Kansas City|MO|64153|US,723642,cfortin,241.920000000,241.920000000
145516,1480818,74,Fulfilled,2026-02-05 16:52:09.011000,2026-02-16 00:00:00,2026-02-17 15:13:54.767000,UPTOWN KIOSK 2-PHX AP,"UPTOWN KIOSK 2-PHX AP
3400 E SKY HARBOR BLVD
SPACE # T4S1
Term 4, Lvl 3, Near Gate D11",Phoenix,AZ,85034,US,UPTOWN KIOSK 2-PHX AP|Phoenix|AZ|85034|US,723643,cfortin,271.440000000,271.440000000
145517,1480819,74,Fulfilled,2026-02-05 16:53:47.285000,2026-02-16 00:00:00,2026-02-17 15:13:54.064000,DISTRICT MARKET-SFO AP,"DISTRICT MARKET-SFO AP
3 N TERMINAL
Hub #F.2.030",San Francisco,CA,94128,US,DISTRICT MARKET-SFO AP|San Francisco|CA|94128|US,723646,cfortin,204.960000000,204.960000000
145519,1480820,74,Fulfilled,2026-02-05 16:56:48.081000,2026-02-16 00:00:00,2026-02-18 13:57:04.883000,NATALIES CANDY AT SEA-TAC  AP,"NATALIES CANDY AT SEA-TAC AP
17801 PACIFIC HIGHWAY SO
NORTH SATELLITE
SPACE NS-12",Seattle,WA,98158,US,NATALIES CANDY AT SEA-TAC  AP|Seattle|WA|98158|US,723656,cfortin,258.000000000,258.000000000
145520,1480821,74,Fulfilled,2026-02-05 16:58:33.133000,2026-02-16 00:00:00,2026-02-18 13:57:04.070000,SHOREPOINTS MARKET-EWR AP,"SHOREPOINTS MARKET-EWR AP
2353 US HIGHWAY 130
STE A
C/O WHSMITH - GXO DC",Dayton,NJ,08810,US,SHOREPOINTS MARKET-EWR AP|Dayton|NJ|08810|US,723657,cfortin,294.960000000,294.960000000
145521,1480822,74,Fulfilled,2026-02-05 17:01:11.431000,2026-02-16 00:00:00,2026-02-17 13:57:05.201000,Fuel @ DTW-A,"c/o Bradford Logistics
2588 World Gateway Place
Suite T1-160",Detroit,MI,48242,US,Fuel @ DTW-A|Detroit|MI|48242|US,723658,cfortin,604.800000000,604.800000000
150548,1480892,74,Fulfilled,2026-02-20 07:35:29.713000,2026-02-25 00:00:00,2026-02-25 14:45:56.663000,TRAVEL + RIGHT-SLC,"3619 W 510 NORTH
C/O BRADFORD LOGISTICS",SALT LAKE CITY,UT,84116,US,TRAVEL + RIGHT-SLC|SALT LAKE CITY|UT|84116|US,727708,hmorales,241.920000000,241.920000000
150549,1480893,74,Fulfilled,2026-02-20 07:39:54.931000,2026-02-25 00:00:00,2026-02-25 14:46:00.282000,SIX POINTS MARKET-ORD AP,"SIX POINTS MARKET-ORD AP
10000 W BALMORAL AVE
T5 NEXT TO GATE M29",Chicago,IL,60666,US,SIX POINTS MARKET-ORD AP|Chicago|IL|60666|US,727684,hmorales,258.000000000,258.000000000
150550,1480894,74,Fulfilled,2026-02-20 07:41:44.257000,2026-02-25 00:00:00,2026-02-25 14:45:57.622000,UPTOWN KIOSK 2-PHX AP,"UPTOWN KIOSK 2-PHX AP
3400 E SKY HARBOR BLVD
SPACE # T4S1
Term 4, Lvl 3, Near Gate D11",Phoenix,AZ,85034,US,UPTOWN KIOSK 2-PHX AP|Phoenix|AZ|85034|US,727686,hmorales,241.920000000,241.920000000
150551,1480895,74,Fulfilled,2026-02-20 07:43:47.478000,2026-02-25 00:00:00,2026-02-25 14:45:58.298000,DISTRICT MARKET-SFO AP,"DISTRICT MARKET-SFO AP
3 N TERMINAL
Hub #F.2.030",San Francisco,CA,94128,US,DISTRICT MARKET-SFO AP|San Francisco|CA|94128|US,727691,hmorales,421.920000000,421.920000000
150552,1480896,74,Fulfilled,2026-02-20 07:45:50.155000,2026-02-25 00:00:00,2026-02-25 14:45:59.046000,CITY ARTS MARKET-MCO AP,"CITY ARTS MARKET-MCO AP
6190 CARGO ROAD
c/o CRDC Facility.
Bradford Logistics",Orlando,FL,32827,US,CITY ARTS MARKET-MCO AP|Orlando|FL|32827|US,727696,hmorales,331.920000000,331.920000000
150553,1480897,74,Fulfilled,2026-02-20 07:49:13.854000,2026-02-25 00:00:00,2026-02-25 14:54:02.481000,THE BOWERY BAY SHOPS-LGA AP,"THE BOWERY BAY SHOPS-LGA AP
2353 US HIGHWAY 130
STE A
C/O WHSMITH - GXO DC",Dayton,NJ,08810,US,THE BOWERY BAY SHOPS-LGA AP|Dayton|NJ|08810|US,727698,hmorales,265.440000000,265.440000000
150554,1480898,74,Fulfilled,2026-02-20 07:50:46.854000,2026-02-25 00:00:00,2026-02-25 14:54:01.755000,SILICON VALLEY NEWS-SFO AP,"SILICON VALLEY NEWS-SFO AP
100 INTERNATIONAL LOOP
TERM 3, F GATE",San Francisco,CA,94128,US,SILICON VALLEY NEWS-SFO AP|San Francisco|CA|94128|US,727701,hmorales,331.920000000,331.920000000
150555,1480900,74,Fulfilled,2026-02-20 07:53:29.744000,2026-02-25 00:00:00,2026-02-25 14:45:57.280000,NATALIES CANDY AT SEA-TAC  AP,"NATALIES CANDY AT SEA-TAC AP
17801 PACIFIC HIGHWAY SO
NORTH SATELLITE
SPACE NS-12",Seattle,WA,98158,US,NATALIES CANDY AT SEA-TAC  AP|Seattle|WA|98158|US,727702,hmorales,241.920000000,241.920000000
150556,1480901,74,Fulfilled,2026-02-20 07:55:12.368000,2026-02-25 00:00:00,2026-02-25 14:46:01.115000,0449 EASTERN MARKET-DCA,"0449 EASTERN MARKET-DCA
C/O WHSMITH-GXO
2353 US HIGHWAY 130 STE",Dayton,NJ,08810,US,0449 EASTERN MARKET-DCA|Dayton|NJ|08810|US,727707,hmorales,294.960000000,294.960000000
150605,1480909,74,Fulfilled,2026-02-20 15:25:30.418000,2026-02-25 00:00:00,2026-02-25 15:00:58.678000,PENN'S LANDING PHL,"GXO WHSMITH NEW JERSEY
2353 US-130 SUITE A",Dayton,NJ,08811,US,PENN'S LANDING PHL|Dayton|NJ|08811|US,728523,cfortin,952.800000000,952.800000000
151773,1480980,74,Fulfilled,2026-03-04 13:55:02.675000,2026-03-09 00:00:00,2026-03-09 15:24:02.201000,DEPARTURES AT SFO AP,"DEPARTURES AT SFO AP
1 TERMINAL SFO AIRPORT
SPACE B.2.284",San Francisco,CA,94128,US,DEPARTURES AT SFO AP|San Francisco|CA|94128|US,730282,hmorales,302.400000000,302.400000000
151774,1480981,74,Fulfilled,2026-03-04 13:57:55.605000,2026-03-09 00:00:00,2026-03-09 15:21:01.835000,DISTRICT MARKET-SFO AP,"DISTRICT MARKET-SFO AP
3 N TERMINAL
Hub #F.2.030",San Francisco,CA,94128,US,DISTRICT MARKET-SFO AP|San Francisco|CA|94128|US,730280,hmorales,302.400000000,302.400000000
151775,1480982,74,Fulfilled,2026-03-04 14:01:23.929000,2026-03-09 00:00:00,2026-03-09 14:33:01.866000,BRIGHTLEAF NEWS AND GIFT-RDU  AIRPORT 0603,"1025 CARGO AVE SUITE 2301
1025 CARGO AVE SUITE 2301",MORRISVILLE,NC,27560,US,BRIGHTLEAF NEWS AND GIFT-RDU  AIRPORT 0603|MORRISVILLE|NC|27560|US,730279,hmorales,302.400000000,302.400000000
151777,1480983,74,Fulfilled,2026-03-04 14:03:05.007000,2026-03-09 00:00:00,2026-03-09 16:36:01.586000,FIVE POINT NEWS AND GIFT-RDU  AIRPORT,"FIVE POINT NEWS AND GIFT-RDU  AIRPORT
1025 CARGO AVE SUITE 2301",MORRISVILLE,NC,27560,US,FIVE POINT NEWS AND GIFT-RDU  AIRPORT|MORRISVILLE|NC|27560|US,730278,hmorales,302.400000000,302.400000000
151779,1480984,74,Fulfilled,2026-03-04 14:04:54.995000,2026-03-09 00:00:00,2026-03-09 15:21:02.593000,WH SMITH-DEN AP (CNC-A),"WHSMITH C/O HYPERION
414 N BROADWAY UNIT C",DENVER,CO,80203,US,WH SMITH-DEN AP (CNC-A)|DENVER|CO|80203|US,730277,hmorales,302.400000000,302.400000000
151780,1480985,74,Fulfilled,2026-03-04 14:06:05.966000,2026-03-09 00:00:00,2026-03-09 14:36:01.636000,CAPITOL FILE-DCA AP (T-CNC-7),"C/O WHSMITH-GXO
2353 US HIGHWAY 
130 STE",Dayton,NJ,08810,US,CAPITOL FILE-DCA AP (T-CNC-7)|Dayton|NJ|08810|US,730275,hmorales,302.400000000,302.400000000
151781,1480986,74,Fulfilled,2026-03-04 14:07:20.268000,2026-03-09 00:00:00,2026-03-09 15:00:47.136000,UPTOWN KIOSK 2-PHX AP,"UPTOWN KIOSK 2-PHX AP
3400 E SKY HARBOR BLVD
SPACE # T4S1
Term 4, Lvl 3, Near Gate D11",Phoenix,AZ,85034,US,UPTOWN KIOSK 2-PHX AP|Phoenix|AZ|85034|US,730274,hmorales,302.400000000,302.400000000
151782,1480987,74,Fulfilled,2026-03-04 14:08:23.030000,2026-03-09 00:00:00,2026-03-09 15:24:01.496000,MRG KANSAS CITY LLC - SPACE # CC2-090,"C/O BRADFORD LOGISTICS
400 ATHENS AVE",KANSAS CITY,MO,64153,US,MRG KANSAS CITY LLC - SPACE # CC2-090|KANSAS CITY|MO|64153|US,730273,hmorales,302.400000000,302.400000000
151783,1480988,74,Fulfilled,2026-03-04 14:09:33.169000,2026-03-09 00:00:00,2026-03-09 15:21:02.205000,MADE IN KC- MCI AP,"MADE IN KC- MCI AP
400 ATHENS AVE
NODE A, SPACE # CC2-030
C/O BRADFORD LOGISTICS",Kansas City,MO,64153,US,MADE IN KC- MCI AP|Kansas City|MO|64153|US,730272,hmorales,302.400000000,302.400000000
