so_id,so_num,date_issued,date_first_ship,status,ship_to_key,ship_to_name,ship_to_city,ship_to_state,ship_to_zip,ship_to_country,sku,customer_part,description,line_type,qty_ordered,qty_fulfilled,unit_price,total_price,total_cost,date_last_fulfillment
151809,1481012,2026-03-04 14:46:19.943000,2026-03-12 00:00:00,Fulfilled,0153 FUEL AT CIRCA|LAS VEGAS|NV|89101|US,0153 FUEL AT CIRCA,LAS VEGAS,NV,89101,US,ShipStation Shipping,,ShipStation shipping amount Tracking: 399669441666,Sale,1.000000000,1.000000000,0E-9,0E-9,0E-9,2026-03-16 16:30:49.241000
151817,1481020,2026-03-04 15:00:09.221000,2026-03-12 00:00:00,Fulfilled,0016-WELCOME LAS VEGAS-VENETIAN|LAS VEGAS|NV|89109|US,0016-WELCOME LAS VEGAS-VENETIAN,LAS VEGAS,NV,89109,US,ShipStation Shipping,,ShipStation shipping amount Tracking: 399669449325,Sale,1.000000000,1.000000000,0E-9,0E-9,0E-9,2026-03-16 16:30:49.913000
151811,1481014,2026-03-04 14:50:07.997000,2026-03-12 00:00:00,Fulfilled,0151 WELCOME LAS VEGAS-GRAND CANAL  SHOPS (2|LAS VEGAS|NV|89109|US,0151 WELCOME LAS VEGAS-GRAND CANAL  SHOPS (2,LAS VEGAS,NV,89109,US,ShipStation Shipping,,ShipStation shipping amount Tracking: 399669457390,Sale,1.000000000,1.000000000,0E-9,0E-9,0E-9,2026-03-16 16:30:50.318000
151816,1481019,2026-03-04 14:58:21.264000,2026-03-12 00:00:00,Fulfilled,EXHILARATE 108-THE STRAT|LAS VEGAS|NV|89104|US,EXHILARATE 108-THE STRAT,LAS VEGAS,NV,89104,US,ShipStation Shipping,,ShipStation shipping amount Tracking: 399669464987,Sale,1.000000000,1.000000000,0E-9,0E-9,0E-9,2026-03-16 16:30:50.727000
151814,1481017,2026-03-04 14:55:30.326000,2026-03-12 00:00:00,Fulfilled,GIFT SHOP-FORUM SHOPS (VALET)|LAS VEGAS|NV|89109|US,GIFT SHOP-FORUM SHOPS (VALET),LAS VEGAS,NV,89109,US,ShipStation Shipping,,ShipStation shipping amount Tracking: 399669473710,Sale,1.000000000,1.000000000,0E-9,0E-9,0E-9,2026-03-16 16:30:51.127000
151815,1481018,2026-03-04 14:56:58.942000,2026-03-12 00:00:00,Fulfilled,WELCOME LAS VEGAS-THE STRAT|LAS VEGAS|NV|89104|US,WELCOME LAS VEGAS-THE STRAT,LAS VEGAS,NV,89104,US,ShipStation Shipping,,ShipStation shipping amount Tracking: 399669481887,Sale,1.000000000,1.000000000,0E-9,0E-9,0E-9,2026-03-16 16:30:51.534000
151812,1481015,2026-03-04 14:51:57.532000,2026-03-12 00:00:00,Fulfilled,0143 THE D SHOP|LAS VEGAS|NV|89101|US,0143 THE D SHOP,LAS VEGAS,NV,89101,US,ShipStation Shipping,,ShipStation shipping amount Tracking: 399669489400,Sale,1.000000000,1.000000000,0E-9,0E-9,0E-9,2026-03-16 16:30:51.946000
151821,1481023,2026-03-04 15:09:27.067000,2026-03-12 00:00:00,Fulfilled,DISTRICT MARKET-BWI AIRPORT|DAYTON|NJ|08810|US,DISTRICT MARKET-BWI AIRPORT,DAYTON,NJ,08810,US,ShipStation Shipping,,ShipStation shipping amount Tracking: 399663194001,Sale,1.000000000,1.000000000,0E-9,0E-9,0E-9,2026-03-17 07:27:01.306000
151823,1481025,2026-03-04 15:11:30.676000,2026-03-12 00:00:00,Fulfilled,MAINSTREET MARKET-MCO AIRPORT|ORLANDO|FL|32827|US,MAINSTREET MARKET-MCO AIRPORT,ORLANDO,FL,32827,US,ShipStation Shipping,,ShipStation shipping amount Tracking: 399663308004,Sale,1.000000000,1.000000000,0E-9,0E-9,0E-9,2026-03-17 07:27:01.865000
151822,1481024,2026-03-04 15:10:34.593000,2026-03-12 00:00:00,Fulfilled,CITY ARTS MARKET-MCO AP|Orlando|FL|32827|US,CITY ARTS MARKET-MCO AP,Orlando,FL,32827,US,ShipStation Shipping,,ShipStation shipping amount Tracking: 399663279942,Sale,1.000000000,1.000000000,0E-9,0E-9,0E-9,2026-03-17 07:27:02.032000
151820,1481022,2026-03-04 15:06:35.046000,2026-03-12 00:00:00,Fulfilled,THE BOWERY BAY SHOPS-LGA AP|Dayton|NJ|08810|US,THE BOWERY BAY SHOPS-LGA AP,Dayton,NJ,08810,US,ShipStation Shipping,,ShipStation shipping amount Tracking: 399663288720,Sale,1.000000000,1.000000000,0E-9,0E-9,0E-9,2026-03-17 07:27:02.210000
151824,1481026,2026-03-04 15:13:03.144000,2026-03-12 00:00:00,Fulfilled,REPLENISH-MCO AIRPORT|ORLANDO|FL|32827|US,REPLENISH-MCO AIRPORT,ORLANDO,FL,32827,US,ShipStation Shipping,,ShipStation shipping amount Tracking: 399663296143,Sale,1.000000000,1.000000000,0E-9,0E-9,0E-9,2026-03-17 07:27:02.384000
151988,1481034,2026-03-06 10:45:55.060000,2026-03-16 00:00:00,Fulfilled,LICK-DFW AIRPORT|DALLAS|TX|75261|US,LICK-DFW AIRPORT,DALLAS,TX,75261,US,ShipStation Shipping,,ShipStation shipping amount Tracking: 399704336740,Sale,1.000000000,1.000000000,0E-9,0E-9,0E-9,2026-03-17 14:54:02.758000
151990,1481036,2026-03-06 10:53:57.495000,2026-03-16 00:00:00,Fulfilled,DISTRICT MARKET-LGA AP|Dayton|NJ|08810|US,DISTRICT MARKET-LGA AP,Dayton,NJ,08810,US,ShipStation Shipping,,ShipStation shipping amount Tracking: 399704346822,Sale,1.000000000,1.000000000,0E-9,0E-9,0E-9,2026-03-17 14:57:01.585000
151807,1481010,2026-03-04 14:41:32.809000,2026-03-16 00:00:00,Fulfilled,Welcome to LV-Forum Shops|Las Vegas|NV|89109|US,Welcome to LV-Forum Shops,Las Vegas,NV,89109,US,ShipStation Shipping,,ShipStation shipping amount Tracking: 399704361774,Sale,1.000000000,1.000000000,0E-9,0E-9,0E-9,2026-03-17 14:57:01.911000
151989,1481035,2026-03-06 10:51:57.123000,2026-03-16 00:00:00,Fulfilled,LARIMER STREET MARKET-DEN AP|Denver|CO|80203|US,LARIMER STREET MARKET-DEN AP,Denver,CO,80203,US,ShipStation Shipping,,ShipStation shipping amount Tracking: 399704377420,Sale,1.000000000,1.000000000,0E-9,0E-9,0E-9,2026-03-17 14:57:02.678000
153497,1481112,2026-03-19 11:31:19.601000,2026-03-24 00:00:00,Fulfilled,La Palmas Oasis -- PSP|Palm Springs|CA|92262|US,La Palmas Oasis -- PSP,Palm Springs,CA,92262,US,1801027,,CF-CAR-6-SEA-W Caramel - Red Hawaiian Salt Caramel 6PC,Sale,36.000000000,36.000000000,7.500000000,270.000000000,106.932960000,2026-03-24 13:27:03.152000
153498,1481113,2026-03-19 11:33:38.986000,2026-03-24 00:00:00,Fulfilled,SIX POINTS MARKET-ORD AP|Chicago|IL|60666|US,SIX POINTS MARKET-ORD AP,Chicago,IL,60666,US,1801027,,CF-CAR-6-SEA-W Caramel - Red Hawaiian Salt Caramel 6PC,Sale,36.000000000,36.000000000,7.500000000,270.000000000,106.932960000,2026-03-24 15:27:02.319000
153499,1481114,2026-03-19 11:35:36.555000,2026-03-23 00:00:00,Fulfilled,LARIMER STREET MARKET-DEN AP|Denver|CO|80203|US,LARIMER STREET MARKET-DEN AP,Denver,CO,80203,US,1801009,,"CB-SPD-GRE Bar - Matcha Green Tea Chocolate Bar, 3 oz.",Sale,12.000000000,12.000000000,5.040000000,60.480000000,22.574850732,2026-03-23 11:42:03.035000
153499,1481114,2026-03-19 11:35:36.555000,2026-03-23 00:00:00,Fulfilled,LARIMER STREET MARKET-DEN AP|Denver|CO|80203|US,LARIMER STREET MARKET-DEN AP,Denver,CO,80203,US,1801004,,"CB-SPD-BAN Bar - Coconut & Banana Super Dark Chocolate Bar, 3 oz.",Sale,12.000000000,12.000000000,5.040000000,60.480000000,21.334160964,2026-03-23 11:42:03.035000
153499,1481114,2026-03-19 11:35:36.555000,2026-03-23 00:00:00,Fulfilled,LARIMER STREET MARKET-DEN AP|Denver|CO|80203|US,LARIMER STREET MARKET-DEN AP,Denver,CO,80203,US,1801758,,"TC-LSL-004, Vosges Maison Truffle Collection 4PC, Purple Box w/Ribbon",Sale,12.000000000,12.000000000,7.000000000,84.000000000,15.533671236,2026-03-23 11:42:03.035000
153500,1481115,2026-03-19 11:37:33.279000,2026-03-24 00:00:00,Fulfilled,LA CONFIDENTIAL- LAX AP|El Segundo|CA|90245|US,LA CONFIDENTIAL- LAX AP,El Segundo,CA,90245,US,1801009,,"CB-SPD-GRE Bar - Matcha Green Tea Chocolate Bar, 3 oz.",Sale,12.000000000,12.000000000,5.040000000,60.480000000,22.574850732,2026-03-24 13:27:01.666000
153500,1481115,2026-03-19 11:37:33.279000,2026-03-24 00:00:00,Fulfilled,LA CONFIDENTIAL- LAX AP|El Segundo|CA|90245|US,LA CONFIDENTIAL- LAX AP,El Segundo,CA,90245,US,1801004,,"CB-SPD-BAN Bar - Coconut & Banana Super Dark Chocolate Bar, 3 oz.",Sale,12.000000000,12.000000000,5.040000000,60.480000000,21.339471024,2026-03-24 13:27:01.666000
153500,1481115,2026-03-19 11:37:33.279000,2026-03-24 00:00:00,Fulfilled,LA CONFIDENTIAL- LAX AP|El Segundo|CA|90245|US,LA CONFIDENTIAL- LAX AP,El Segundo,CA,90245,US,1801022,,"CB-EXO-BAR Bar- Barcelona Exotic Chocolate Bar, 3oz",Sale,12.000000000,12.000000000,5.040000000,60.480000000,21.264960000,2026-03-24 13:27:01.666000
153500,1481115,2026-03-19 11:37:33.279000,2026-03-24 00:00:00,Fulfilled,LA CONFIDENTIAL- LAX AP|El Segundo|CA|90245|US,LA CONFIDENTIAL- LAX AP,El Segundo,CA,90245,US,1801027,,CF-CAR-6-SEA-W Caramel - Red Hawaiian Salt Caramel 6PC,Sale,12.000000000,12.000000000,7.500000000,90.000000000,35.644320000,2026-03-25 09:45:47.027000
153500,1481115,2026-03-19 11:37:33.279000,2026-03-24 00:00:00,Fulfilled,LA CONFIDENTIAL- LAX AP|El Segundo|CA|90245|US,LA CONFIDENTIAL- LAX AP,El Segundo,CA,90245,US,1801758,,"TC-LSL-004, Vosges Maison Truffle Collection 4PC, Purple Box w/Ribbon",Sale,12.000000000,12.000000000,7.000000000,84.000000000,15.533671236,2026-03-25 09:45:47.027000
